user,purpose,destination
591,Holiday/ Rest & Relax,Beauty World Plaza
592,Holiday/ Rest & Relax,Bukit Panjang Plaza
593,General business purpose,Bukit Timah Plaza
594,Holiday/ Rest & Relax,Fajar Shopping Centre
595,Holiday/ Rest & Relax,Greenridge Shopping Centre
596,Holiday/ Rest & Relax,Hillion Mall
597,Holiday/ Rest & Relax,HillV2
598,Holiday/ Rest & Relax,Junction 10
599,To shop/attend shopping events in Singapore,Keat Hong Shopping Centre
600,Holiday/ Rest & Relax,Limbang Shopping Centre
601,Holiday/ Rest & Relax,Lot One
602,Holiday/ Rest & Relax,Rail Mall
603,To shop/attend shopping events in Singapore,Sunshine Place
604,Holiday/ Rest & Relax,Teck Whye Shopping Centre
605,Holiday/ Rest & Relax,West Mall
606,To shop/attend shopping events in Singapore,Yew Tee Point
607,To shop/attend shopping events in Singapore,Yew Tee Square
608,Holiday/ Rest & Relax,321 Clementi
609,Holiday/ Rest & Relax,The Clementi Mall
610,To shop/attend shopping events in Singapore,IMM
611,Holiday/ Rest & Relax,JCube
612,To shop/attend shopping events in Singapore,Jem
613,To shop/attend shopping events in Singapore,Westgate
614,General business purpose,Jurong Point
615,To shop/attend shopping events in Singapore,Pioneer Mall
616,Holiday/ Rest & Relax,The Star Vista
617,Holiday/ Rest & Relax,Alexandra Central
618,Holiday/ Rest & Relax,Anchorpoint
619,Holiday/ Rest & Relax,Boon Lay Shopping Centre
620,Holiday/ Rest & Relax,Grantral Mall
621,Holiday/ Rest & Relax,Fairprice Hub
622,Holiday/ Rest & Relax,Gek Poh Shopping Centre
623,Holiday/ Rest & Relax,Rochester Mall
624,Holiday/ Rest & Relax,Taman Jurong Shopping Centre
625,Holiday/ Rest & Relax,West Coast Plaza
626,Holiday/ Rest & Relax,Queensway Shopping Centre
627,Sightseeing/ Attractions,Haw Par Villa
628,Sightseeing/ Attractions,Haw Par Villa
629,Sightseeing/ Attractions,Chinatown
630,Holiday/ Rest & Relax,Marina Bay Sands
631,Holiday/ Rest & Relax,Marina Bay Sands
632,Sightseeing/ Attractions,Chinatown
633,Holiday/ Rest & Relax,Marina Bay Sands
634,Holiday/ Rest & Relax,Marina Bay Sands
635,Holiday/ Rest & Relax,Marina Bay Sands
636,To shop/attend shopping events in Singapore,The Centrepoint
637,Holiday/ Rest & Relax,City Square Mall
638,Holiday/ Rest & Relax,CityLink Mall
639,Holiday/ Rest & Relax,Duo
640,Holiday/ Rest & Relax,Far East Plaza
641,Exhibition/Trade show,Raffles Hotel
642,Holiday/ Rest & Relax,Great World City
643,Holiday/ Rest & Relax,HDB Hub
644,Holiday/ Rest & Relax,ION Orchard
645,Holiday/ Rest & Relax,Junction 8
646,General business purpose,Knightsbridge
647,Holiday/ Rest & Relax,Liat Towers
648,Holiday/ Rest & Relax,Lucky Plaza
649,Holiday/ Rest & Relax,Marina Bay Sands
650,Holiday/ Rest & Relax,The Shoppes at Marina Bay Sands
651,Holiday/ Rest & Relax,Marina Bay Link Mall
652,Holiday/ Rest & Relax,Marina Square
653,To shop/attend shopping events in Singapore,Millenia Walk
654,Holiday/ Rest & Relax,Ngee Ann City
655,Holiday/ Rest & Relax,Orchard Central
656,Holiday/ Rest & Relax,Orchard Gateway
657,General business purpose,Orchard Plaza
658,Holiday/ Rest & Relax,Midpoint Orchard
659,Holiday/ Rest & Relax,Palais Renaissance
660,Holiday/ Rest & Relax,People's Park Centre
661,Holiday/ Rest & Relax,People's Park Complex
662,Holiday/ Rest & Relax,Plaza Singapura
663,Holiday/ Rest & Relax,Raffles City
664,Holiday/ Rest & Relax,Scotts Square
665,Holiday/ Rest & Relax,Sim Lim Square
666,Holiday/ Rest & Relax,Singapore Shopping Centre
667,Holiday/ Rest & Relax,The South Beach
668,Holiday/ Rest & Relax,Square 2
669,"IR (e.g. MBS, RWS)",Marina Bay Sands
670,Holiday/ Rest & Relax,Millenia Walk
671,Holiday/ Rest & Relax,Ngee Ann City
672,Holiday/ Rest & Relax,Orchard Central
673,General business purpose,Orchard Gateway
674,Holiday/ Rest & Relax,Orchard Plaza
675,Holiday/ Rest & Relax,Midpoint Orchard
676,Holiday/ Rest & Relax,Palais Renaissance
677,Holiday/ Rest & Relax,People's Park Centre
678,General business purpose,People's Park Complex
679,Holiday/ Rest & Relax,Plaza Singapura
680,Holiday/ Rest & Relax,Raffles City
681,Holiday/ Rest & Relax,Scotts Square
682,General business purpose,Sim Lim Square
683,Holiday/ Rest & Relax,Singapore Shopping Centre
684,Sightseeing/ Attractions,The South Beach
685,To shop/attend shopping events in Singapore,Square 2
686,To shop/attend shopping events in Singapore,The Centrepoint
687,General business purpose,City Square Mall
688,Holiday/ Rest & Relax,CityLink Mall
689,Holiday/ Rest & Relax,Duo
690,Holiday/ Rest & Relax,Far East Plaza
691,Holiday/ Rest & Relax,Funan
692,Holiday/ Rest & Relax,Great World City
693,General business purpose,HDB Hub
694,Holiday/ Rest & Relax,ION Orchard
695,General business purpose,Junction 8
696,Holiday/ Rest & Relax,Knightsbridge
697,Holiday/ Rest & Relax,Liat Towers
698,Holiday/ Rest & Relax,Lucky Plaza
699,Holiday/ Rest & Relax,Marina Bay Sands
700,Holiday/ Rest & Relax,The Shoppes at Marina Bay Sands
701,Holiday/ Rest & Relax,Marina Bay Link Mall
702,Holiday/ Rest & Relax,Marina Square
703,Company sponsored holiday,Millenia Walk
704,Holiday/ Rest & Relax,Ngee Ann City
705,Holiday/ Rest & Relax,Orchard Central
706,Holiday/ Rest & Relax,Orchard Gateway
707,Holiday/ Rest & Relax,Orchard Plaza
708,To shop/attend shopping events in Singapore,Midpoint Orchard
709,Holiday/ Rest & Relax,Palais Renaissance
710,Holiday/ Rest & Relax,People's Park Centre
711,General business purpose,People's Park Complex
712,Holiday/ Rest & Relax,Plaza Singapura
713,General business purpose,Raffles City
714,Holiday/ Rest & Relax,Scotts Square
715,Holiday/ Rest & Relax,Sim Lim Square
716,Holiday/ Rest & Relax,Singapore Shopping Centre
717,Holiday/ Rest & Relax,The South Beach
718,Holiday/ Rest & Relax,Square 2
719,Holiday/ Rest & Relax,Marina Bay Sands
720,Holiday/ Rest & Relax,Marina Bay Sands
721,To shop/attend shopping events in Singapore,The Centrepoint
722,Holiday/ Rest & Relax,City Square Mall
723,Holiday/ Rest & Relax,CityLink Mall
724,General business purpose,Duo
725,Holiday/ Rest & Relax,Far East Plaza
726,Holiday/ Rest & Relax,Funan
727,Holiday/ Rest & Relax,Great World City
728,General business purpose,HDB Hub
729,Holiday/ Rest & Relax,ION Orchard
730,Holiday/ Rest & Relax,Junction 8
731,Exhibition/Trade show,Raffles Hotel
732,Holiday/ Rest & Relax,Liat Towers
733,Holiday/ Rest & Relax,Lucky Plaza
734,General business purpose,Marina Bay Sands
735,Holiday/ Rest & Relax,The Shoppes at Marina Bay Sands
736,Holiday/ Rest & Relax,Marina Bay Link Mall
737,Holiday/ Rest & Relax,Marina Square
738,"IR (e.g. MBS, RWS)",Marina Bay Sands
739,Holiday/ Rest & Relax,Ngee Ann City
740,Holiday/ Rest & Relax,Orchard Central
741,Holiday/ Rest & Relax,Orchard Gateway
742,To shop/attend shopping events in Singapore,Orchard Plaza
743,Holiday/ Rest & Relax,Midpoint Orchard
744,General business purpose,Palais Renaissance
745,Holiday/ Rest & Relax,People's Park Centre
746,Holiday/ Rest & Relax,People's Park Complex
747,Sightseeing/ Attractions,Plaza Singapura
748,Holiday/ Rest & Relax,Raffles City
749,Holiday/ Rest & Relax,Scotts Square
750,Holiday/ Rest & Relax,Sim Lim Square
751,Holiday/ Rest & Relax,Singapore Shopping Centre
752,Holiday/ Rest & Relax,The South Beach
753,General business purpose,Square 2
754,Holiday/ Rest & Relax,Marina Bay Sands
755,Holiday/ Rest & Relax,Marina Bay Sands
756,Holiday/ Rest & Relax,Marina Bay Sands
757,Holiday/ Rest & Relax,Marina Bay Sands
758,Holiday/ Rest & Relax,Marina Bay Sands
759,To shop/attend shopping events in Singapore,Ngee Ann City
760,Holiday/ Rest & Relax,Orchard Central
761,Holiday/ Rest & Relax,Orchard Gateway
762,Holiday/ Rest & Relax,Orchard Plaza
763,Holiday/ Rest & Relax,Midpoint Orchard
764,To shop/attend shopping events in Singapore,Palais Renaissance
765,Holiday/ Rest & Relax,People's Park Centre
766,Holiday/ Rest & Relax,People's Park Complex
767,Company sponsored holiday,Plaza Singapura
768,General business purpose,Raffles City
769,To shop/attend shopping events in Singapore,Scotts Square
770,Holiday/ Rest & Relax,Sim Lim Square
771,General business purpose,Singapore Shopping Centre
772,Holiday/ Rest & Relax,The South Beach
773,Holiday/ Rest & Relax,Square 2
774,Holiday/ Rest & Relax,Sunshine Plaza
775,"IR (e.g. MBS, RWS)",Marina Bay Sands
776,Holiday/ Rest & Relax,Tanglin Mall
777,Holiday/ Rest & Relax,Tanjong Pagar Centre
778,Holiday/ Rest & Relax,Tekka Centre
779,Holiday/ Rest & Relax,The Adelphi
780,Holiday/ Rest & Relax,The Paragon
781,General business purpose,Tiong Bahru Plaza
782,Holiday/ Rest & Relax,The Poiz
783,Holiday/ Rest & Relax,Thomson Plaza
784,Holiday/ Rest & Relax,United Square
785,Holiday/ Rest & Relax,East Coast Park
786,Holiday/ Rest & Relax,East Coast Park
787,Holiday/ Rest & Relax,East Coast Park
788,To shop/attend shopping events in Singapore,Ngee Ann City
789,Holiday/ Rest & Relax,Orchard Central
790,Holiday/ Rest & Relax,Orchard Gateway
791,General business purpose,Orchard Plaza
792,Holiday/ Rest & Relax,Midpoint Orchard
793,To shop/attend shopping events in Singapore,Palais Renaissance
794,To shop/attend shopping events in Singapore,People's Park Centre
795,General business purpose,People's Park Complex
796,Holiday/ Rest & Relax,Plaza Singapura
797,Holiday/ Rest & Relax,Raffles City
798,Holiday/ Rest & Relax,Scotts Square
799,Holiday/ Rest & Relax,Sim Lim Square
800,Holiday/ Rest & Relax,Singapore Shopping Centre
801,General business purpose,The South Beach
802,Holiday/ Rest & Relax,Square 2
803,Holiday/ Rest & Relax,Sunshine Plaza
804,General business purpose,Suntec City
805,Holiday/ Rest & Relax,Tanglin Mall
806,Holiday/ Rest & Relax,Tanjong Pagar Centre
807,General business purpose,Tekka Centre
808,To shop/attend shopping events in Singapore,The Adelphi
809,Holiday/ Rest & Relax,The Paragon
810,General business purpose,Tiong Bahru Plaza
811,Holiday/ Rest & Relax,The Poiz
812,Holiday/ Rest & Relax,Thomson Plaza
813,Holiday/ Rest & Relax,United Square
814,Holiday/ Rest & Relax,East Coast Park
815,General business purpose,City Hall
816,Company sponsored holiday,City Hall
817,Holiday/ Rest & Relax,East Coast Park
818,To shop/attend shopping events in Singapore,JCube
819,Holiday/ Rest & Relax,Jem
820,Holiday/ Rest & Relax,Westgate
821,To shop/attend shopping events in Singapore,Jurong Point
822,Holiday/ Rest & Relax,Pioneer Mall
823,Holiday/ Rest & Relax,The Star Vista
824,Holiday/ Rest & Relax,Alexandra Central
825,Holiday/ Rest & Relax,Anchorpoint
826,Holiday/ Rest & Relax,Boon Lay Shopping Centre
827,Holiday/ Rest & Relax,Grantral Mall
828,Holiday/ Rest & Relax,Fairprice Hub
829,Holiday/ Rest & Relax,East Coast Park
830,Holiday/ Rest & Relax,East Coast Park
831,Holiday/ Rest & Relax,East Coast Park
832,Holiday/ Rest & Relax,East Coast Park
833,Holiday/ Rest & Relax,East Coast Park
834,Holiday/ Rest & Relax,East Coast Park
835,Holiday/ Rest & Relax,East Coast Park
836,To shop/attend shopping events in Singapore,JCube
837,General business purpose,Jem
838,To shop/attend shopping events in Singapore,Westgate
839,To shop/attend shopping events in Singapore,Jurong Point
840,Holiday/ Rest & Relax,Pioneer Mall
841,Holiday/ Rest & Relax,The Star Vista
842,Holiday/ Rest & Relax,Alexandra Central
843,Holiday/ Rest & Relax,Anchorpoint
844,To shop/attend shopping events in Singapore,Boon Lay Shopping Centre
845,General business purpose,Grantral Mall
846,Holiday/ Rest & Relax,Fairprice Hub
847,Holiday/ Rest & Relax,East Coast Park
848,Holiday/ Rest & Relax,East Coast Park
849,Holiday/ Rest & Relax,East Coast Park
850,Holiday/ Rest & Relax,East Coast Park
851,General business purpose,City Hall
852,Holiday/ Rest & Relax,East Coast Park
853,Holiday/ Rest & Relax,East Coast Park
854,Holiday/ Rest & Relax,East Coast Park
855,Holiday/ Rest & Relax,East Coast Park
856,Holiday/ Rest & Relax,East Coast Park
857,Holiday/ Rest & Relax,East Coast Park
858,To shop/attend shopping events in Singapore,Bugis+
859,Holiday/ Rest & Relax,Capitol Piazza
860,To shop/attend shopping events in Singapore,Cathay Cineleisure Orchard
861,Company sponsored holiday,The Centrepoint
862,Holiday/ Rest & Relax,City Square Mall
863,Holiday/ Rest & Relax,CityLink Mall
864,Holiday/ Rest & Relax,Duo
865,Holiday/ Rest & Relax,Far East Plaza
866,Holiday/ Rest & Relax,Funan
867,Holiday/ Rest & Relax,Great World City
868,To shop/attend shopping events in Singapore,HDB Hub
869,Holiday/ Rest & Relax,ION Orchard
870,Holiday/ Rest & Relax,Junction 8
871,Holiday/ Rest & Relax,Knightsbridge
872,Holiday/ Rest & Relax,Liat Towers
873,Holiday/ Rest & Relax,Lucky Plaza
874,Holiday/ Rest & Relax,Marina Bay Sands
875,Holiday/ Rest & Relax,The Shoppes at Marina Bay Sands
876,Holiday/ Rest & Relax,Marina Bay Link Mall
877,Holiday/ Rest & Relax,Marina Square
878,Holiday/ Rest & Relax,Millenia Walk
879,Holiday/ Rest & Relax,Ngee Ann City
880,Holiday/ Rest & Relax,Orchard Central
881,Holiday/ Rest & Relax,Orchard Gateway
882,Holiday/ Rest & Relax,Orchard Plaza
883,Holiday/ Rest & Relax,Midpoint Orchard
884,Holiday/ Rest & Relax,Palais Renaissance
885,Holiday/ Rest & Relax,People's Park Centre
886,Holiday/ Rest & Relax,People's Park Complex
887,Holiday/ Rest & Relax,Plaza Singapura
888,Holiday/ Rest & Relax,Raffles City
889,Holiday/ Rest & Relax,Scotts Square
890,Holiday/ Rest & Relax,Sim Lim Square
891,Holiday/ Rest & Relax,Singapore Shopping Centre
892,Holiday/ Rest & Relax,The South Beach
893,General business purpose,Square 2
894,General business purpose,Sunshine Plaza
895,General business purpose,Suntec City
896,Holiday/ Rest & Relax,Tanglin Mall
897,Company sponsored holiday,Tanjong Pagar Centre
898,Company sponsored holiday,Tekka Centre
899,Holiday/ Rest & Relax,The Adelphi
900,Holiday/ Rest & Relax,The Paragon
901,Holiday/ Rest & Relax,Tiong Bahru Plaza
902,Holiday/ Rest & Relax,The Poiz
903,Holiday/ Rest & Relax,Thomson Plaza
904,Holiday/ Rest & Relax,United Square
905,Holiday/ Rest & Relax,Thomson V
906,Holiday/ Rest & Relax,Velocity@Novena Square
907,To shop/attend shopping events in Singapore,Wheelock Place
908,Holiday/ Rest & Relax,Wisma Atria
909,Holiday/ Rest & Relax,Zhongshan Mall
910,Holiday/ Rest & Relax,Bedok Mall
911,Holiday/ Rest & Relax,Century Square
912,To shop/attend shopping events in Singapore,Our Tampines Hub
913,Company sponsored holiday,Changi City Point
914,Holiday/ Rest & Relax,Downtown East
915,Holiday/ Rest & Relax,Djitsun Mall Bedok
916,Holiday/ Rest & Relax,Eastpoint Mall
917,Holiday/ Rest & Relax,Jewel Changi Airport
918,Holiday/ Rest & Relax,Katong Shopping Centre
919,Holiday/ Rest & Relax,Katong Square
920,Holiday/ Rest & Relax,Kallang Wave Mall
921,Holiday/ Rest & Relax,Leisure Park Kallang
922,Holiday/ Rest & Relax,i12 Katong
923,Holiday/ Rest & Relax,Parkway Parade
924,Holiday/ Rest & Relax,Paya Lebar Square
925,Holiday/ Rest & Relax,Roxy Square
926,Holiday/ Rest & Relax,Singpost Centre
927,Holiday/ Rest & Relax,Tampines 1
928,General business purpose,Tampines Mall
929,Holiday/ Rest & Relax,White Sands
930,General business purpose,City Plaza
931,Company sponsored holiday,Elias Mall
932,Holiday/ Rest & Relax,Loyang Point
933,Holiday/ Rest & Relax,888 Plaza
934,Holiday/ Rest & Relax,Admiralty Place
935,General business purpose,AMK Hub
936,Holiday/ Rest & Relax,Canberra Plaza
937,Holiday/ Rest & Relax,Causeway Point
938,Holiday/ Rest & Relax,Woodlands Civic Centre
939,Company sponsored holiday,Broadway Plaza
940,General business purpose,Djitsun Mall
941,Holiday/ Rest & Relax,Jubilee Square
942,Holiday/ Rest & Relax,Junction 8
943,Holiday/ Rest & Relax,Junction Nine
944,Company sponsored holiday,Marsiling Mall
945,Holiday/ Rest & Relax,Northpoint City
946,Sightseeing/ Attractions,Sembawang Shopping Centre
947,Holiday/ Rest & Relax,Sun Plaza
948,Holiday/ Rest & Relax,Vista Point
949,Holiday/ Rest & Relax,Wisteria Mall
950,Holiday/ Rest & Relax,Woodlands Mart
951,Holiday/ Rest & Relax,Woodlands North Plaza
952,Holiday/ Rest & Relax,Waterway Point
953,Holiday/ Rest & Relax,Compass One
954,Holiday/ Rest & Relax,Hougang Mall
955,Holiday/ Rest & Relax,Heartland Mall
956,Holiday/ Rest & Relax,NEX
957,Holiday/ Rest & Relax,Buangkok Square
958,Holiday/ Rest & Relax,Greenwich V
959,Holiday/ Rest & Relax,Hougang 1
960,General business purpose,Hougang Green Shopping Mall
961,Holiday/ Rest & Relax,Hougang Rivercourt
962,Holiday/ Rest & Relax,myVillage At Serangoon Garden
963,Holiday/ Rest & Relax,Northshore Plaza
964,Holiday/ Rest & Relax,Oasis Terraces
965,Holiday/ Rest & Relax,Punggol Plaza
966,Holiday/ Rest & Relax,Rivervale Mall
967,Holiday/ Rest & Relax,Rivervale Plaza
968,Holiday/ Rest & Relax,The Seletar Mall
969,General business purpose,Upper Serangoon Shopping Centre
970,Holiday/ Rest & Relax,Beauty World Centre
971,General business purpose,Beauty World Plaza
972,Holiday/ Rest & Relax,Bukit Panjang Plaza
973,Holiday/ Rest & Relax,Bukit Timah Plaza
974,Holiday/ Rest & Relax,Fajar Shopping Centre
975,Holiday/ Rest & Relax,Greenridge Shopping Centre
976,Holiday/ Rest & Relax,Hillion Mall
977,Holiday/ Rest & Relax,HillV2
978,Holiday/ Rest & Relax,Junction 10
979,Holiday/ Rest & Relax,Keat Hong Shopping Centre
980,Holiday/ Rest & Relax,Limbang Shopping Centre
981,Holiday/ Rest & Relax,Lot One
982,Holiday/ Rest & Relax,Rail Mall
983,Holiday/ Rest & Relax,Sunshine Place
984,Holiday/ Rest & Relax,Teck Whye Shopping Centre
985,Holiday/ Rest & Relax,West Mall
986,Holiday/ Rest & Relax,Yew Tee Point
987,Holiday/ Rest & Relax,Yew Tee Square
988,Holiday/ Rest & Relax,321 Clementi
989,Holiday/ Rest & Relax,The Clementi Mall
990,Holiday/ Rest & Relax,IMM
991,To shop/attend shopping events in Singapore,JCube
992,To shop/attend shopping events in Singapore,Jem
993,Holiday/ Rest & Relax,Westgate
994,Holiday/ Rest & Relax,Jurong Point
995,Holiday/ Rest & Relax,Pioneer Mall
996,Holiday/ Rest & Relax,The Star Vista
997,Holiday/ Rest & Relax,Alexandra Central
998,Holiday/ Rest & Relax,Anchorpoint
999,Holiday/ Rest & Relax,Boon Lay Shopping Centre
1000,Sightseeing/ Attractions,Grantral Mall
1001,General business purpose,Fairprice Hub
1002,General business purpose,Gek Poh Shopping Centre
1003,To shop/attend shopping events in Singapore,Rochester Mall
1004,To shop/attend shopping events in Singapore,Taman Jurong Shopping Centre
1005,To shop/attend shopping events in Singapore,West Coast Plaza
1006,General business purpose,Queensway Shopping Centre
1007,Holiday/ Rest & Relax,East Coast Park
1008,Holiday/ Rest & Relax,East Coast Park
1009,Holiday/ Rest & Relax,East Coast Park
1010,Holiday/ Rest & Relax,East Coast Park
1011,Holiday/ Rest & Relax,East Coast Park
1012,Holiday/ Rest & Relax,East Coast Park
1013,Holiday/ Rest & Relax,East Coast Park
1014,Holiday/ Rest & Relax,East Coast Park
1015,Sightseeing/ Attractions,Chinatown
1016,Holiday/ Rest & Relax,East Coast Park
1017,Holiday/ Rest & Relax,East Coast Park
1018,General business purpose,Marina Barrage
1019,Holiday/ Rest & Relax,East Coast Park
1020,Exhibition/Trade show,Empress Place Building
1021,Exhibition/Trade show,Empress Place Building
1022,Exhibition/Trade show,Empress Place Building
1023,Holiday/ Rest & Relax,East Coast Park
1024,Holiday/ Rest & Relax,East Coast Park
1025,Holiday/ Rest & Relax,East Coast Park
1026,Holiday/ Rest & Relax,East Coast Park
1027,Holiday/ Rest & Relax,East Coast Park
1028,Holiday/ Rest & Relax,East Coast Park
1029,Exhibition/Trade show,Marina Barrage
1030,Holiday/ Rest & Relax,East Coast Park
1031,Holiday/ Rest & Relax,East Coast Park
1032,Holiday/ Rest & Relax,East Coast Park
